name	uuid	color	loyalty	mana_cost	text	type	power	toughness
Royal Trooper	531f5386-5e95-5219-861f-604cc26ed2e3	['W']		{2}{W}	Whenever Royal Trooper blocks, it gets +2/+2 until end of turn.		2	2
Rubble	2b7aca74-ea80-5bc9-9ebe-8521e468d9ae	['R']		{2}{R}	"Aftermath (Cast this spell only from your graveyard. Then exile it.)
Up to three target lands don't untap during their controller's next untap step."			
Rubble Reading	2327ba37-2fdb-5c23-9d27-a146c30ef1e5	['R']		{3}{R}	Destroy target land. Scry 2.			
Rubble Slinger	c7e6a63f-81ee-58a7-a603-3e2aed13e770	['G', 'R']		{2}{R/G}	Reach		2	3
Rubbleback Rhino	4644f0e9-5eb7-56a0-86db-6907fa75b8a5	['G']		{4}{G}	Hexproof (This creature can't be the target of spells or abilities your opponents control.)		3	4
Rubblebelt Boar	d170698f-8b3c-5826-a562-e34bcf7bdec4	['R']		{3}{R}	When Rubblebelt Boar enters the battlefield, target creature gets +2/+0 until end of turn.		3	3
Rubblebelt Maaka	d5d7189b-0769-5c68-99cb-68f10a3efefe	['R']		{3}{R}	Bloodrush — {R}, Discard Rubblebelt Maaka: Target attacking creature gets +3/+3 until end of turn.		3	3
Rubblebelt Raiders	5954f4e7-9acd-5f4f-8bcb-1108525895ba	['G', 'R']		{1}{R/G}{R/G}{R/G}	Whenever Rubblebelt Raiders attacks, put a +1/+1 counter on it for each attacking creature you control.		3	3
Rubblebelt Recluse	b83e425d-f5c7-54c5-9c39-cbbb7082c0f6	['R']		{4}{R}	Rubblebelt Recluse attacks each combat if able.		6	5
Rubblebelt Rioters	480d9784-927c-507a-ad7c-2165c60d0a34	['G', 'R']		{1}{R}{G}	"Haste
Whenever Rubblebelt Rioters attacks, it gets +X/+0 until end of turn, where X is the greatest power among creatures you control."		0	4
Rubblebelt Runner	10cf6cb5-8974-52b5-b4c9-c006ec8cb017	['G', 'R']		{1}{R}{G}	Rubblebelt Runner can't be blocked by creature tokens.		3	3
Rubblehulk	845276eb-7e7a-5d51-9ea6-f87c0f363666	['G', 'R']		{4}{R}{G}	"Rubblehulk's power and toughness are each equal to the number of lands you control.
Bloodrush — {1}{R}{G}, Discard Rubblehulk: Target attacking creature gets +X/+X until end of turn, where X is the number of lands you control."		*	*
Rubinia Soulsinger	8c22da40-647e-5f8b-9ef3-0273b8d4df78	['G', 'U', 'W']		{2}{G}{W}{U}	"You may choose not to untap Rubinia Soulsinger during your untap step.
{T}: Gain control of target creature for as long as you control Rubinia and Rubinia remains tapped."		2	3
Ruby Leech	0c6b1bf9-60c1-5f84-8bb4-70018c0a71c4	['R']		{1}{R}	"First strike
Red spells you cast cost {R} more to cast."		2	2
Ruby Medallion	d2da5d1c-397a-5b22-97c2-709420053854			{2}	Red spells you cast cost {1} less to cast.			
Rude Awakening	57899c73-953d-5c98-9ba7-dba3e2ab5bad	['G']		{4}{G}	"Choose one —
• Untap all lands you control.
• Until end of turn, lands you control become 2/2 creatures that are still lands.
Entwine {2}{G} (Choose both if you pay the entwine cost.)"			
Rugged Highlands	f8dc7528-c485-5ee9-9bf7-1aecd831ca20				"Rugged Highlands enters the battlefield tapped.
When Rugged Highlands enters the battlefield, you gain 1 life.
{T}: Add {R} or {G}."			
Rugged Prairie	7ddf1cc0-d287-56c3-92d7-b2fcc5ff126f				"{T}: Add {C}.
{R/W}, {T}: Add {R}{R}, {R}{W}, or {W}{W}."			
Ruham Djinn	e55864d1-5be1-591c-9fb8-5f7062e26a79	['W']		{5}{W}	"First strike
Ruham Djinn gets -2/-2 as long as white is the most common color among all permanents or is tied for most common."		5	5
Ruhan of the Fomori	faf9596d-a466-50c1-89ef-7331c0cb61ff	['R', 'U', 'W']		{1}{U}{R}{W}	At the beginning of combat on your turn, choose an opponent at random. Ruhan of the Fomori attacks that player this combat if able.		7	7
Ruin Ghost	b6ed37b7-7f17-5bc0-9cb8-1893279fe49c	['W']		{1}{W}	{W}, {T}: Exile target land you control, then return it to the battlefield under your control.		1	1
Ruin Processor	fcefc4cf-b765-5d73-8e97-3eb964e24847			{7}	When you cast this spell, you may put a card an opponent owns from exile into that player's graveyard. If you do, you gain 5 life.		7	8
Ruin Raider	1a32a35d-dcf0-58a5-95a5-1759bcc5d7f2	['B']		{2}{B}	Raid — At the beginning of your end step, if you attacked with a creature this turn, reveal the top card of your library and put that card into your hand. You lose life equal to the card's converted mana cost.		3	2
Ruin Rat	7d1beb71-17f9-5407-a5c7-08234174fa2d	['B']		{1}{B}	"Deathtouch
When Ruin Rat dies, exile target card from an opponent's graveyard."		1	1
Ruin in Their Wake	84807335-7ab4-57be-8bfe-fac05db5997e			{1}{G}	"Devoid (This card has no color.)
Search your library for a basic land card and reveal it. You may put that card onto the battlefield tapped if you control a land named Wastes. Otherwise, put that card into your hand. Then shuffle your library."			
Ruination	b24e020b-b4de-5c76-8f18-3a9bccb5715c	['R']		{3}{R}	Destroy all nonbasic lands.			
Ruination Guide	7113071d-2653-564b-b772-60aaf6d606a1			{2}{U}	"Devoid (This card has no color.)
Ingest (Whenever this creature deals combat damage to a player, that player exiles the top card of their library.)
Other colorless creatures you control get +1/+0."		3	2
Ruination Wurm	11ca8c38-0a32-5f3e-adaf-833da0090c83	['G', 'R']		{4}{R}{G}			7	6
Ruinous Gremlin	32f4a468-d004-51cd-ae15-cd7d9f9319c1	['R']		{R}	{2}{R}, Sacrifice Ruinous Gremlin: Destroy target artifact.		1	1
Ruinous Minotaur	44a46818-be07-50f1-b1c4-8f0ff66fbbc6	['R']		{1}{R}{R}	Whenever Ruinous Minotaur deals damage to an opponent, sacrifice a land.		5	2
Ruinous Path	151e9cd0-0d78-5c97-850a-ae581782f2f4	['B']		{1}{B}{B}	"Destroy target creature or planeswalker.
Awaken 4—{5}{B}{B} (If you cast this spell for {5}{B}{B}, also put four +1/+1 counters on target land you control and it becomes a 0/0 Elemental creature with haste. It's still a land.)"			
Ruins of Oran-Rief	86f14cb5-e090-59c1-9d7e-f15619ef3820				"Ruins of Oran-Rief enters the battlefield tapped.
{T}: Add {C}. ({C} represents colorless mana.)
{T}: Put a +1/+1 counter on target colorless creature that entered the battlefield this turn."			
Ruins of Trokair	53616c3f-db13-561d-9ae1-c0b445551caa				"Ruins of Trokair enters the battlefield tapped.
{T}: Add {W}.
{T}, Sacrifice Ruins of Trokair: Add {W}{W}."			
Rukh Egg	00807199-5c7b-51d5-b3e7-fb14388c3de8	['R']		{3}{R}	When Rukh Egg dies, create a 4/4 red Bird creature token with flying at the beginning of the next end step.		0	3
Rule of Law	85322852-468e-5160-8708-46df414f78bf	['W']		{2}{W}	Each player can't cast more than one spell each turn.			
Rules Lawyer	57fa2ba4-394c-515c-af55-018b80c3492c	['W']		{3}{W}{W}	State-based actions don't apply to you or other permanents you control. (You don't lose the game due to having 0 or less life or drawing from an empty library. Your creatures aren't destroyed due to damage or deathtouch and aren't put into a graveyard due to having 0 or less toughness. Your planeswalkers aren't put into a graveyard if they have 0 loyalty. You don't put a legendary permanent into a graveyard if you control two with the same name. Counters aren't removed from your permanents due to game rules. Permanents you control attached or combined illegally remain on the battlefield. For complete rules and regulations, see rule 704.)		1	1
Rumbling Aftershocks	29a81ad9-5ad5-5e78-a6ef-5b10bcb5c777	['R']		{4}{R}	Whenever you cast a kicked spell, you may have Rumbling Aftershocks deal damage to any target equal to the number of times that spell was kicked.			
Rumbling Baloth	93c545b9-bff2-5003-8e74-e0c5ff3e4836	['G']		{2}{G}{G}			4	4
Rumbling Crescendo	70b90ba8-19a4-53b6-b45e-a64a59ae0dce	['R']		{3}{R}{R}	"At the beginning of your upkeep, you may put a verse counter on Rumbling Crescendo.
{R}, Sacrifice Rumbling Crescendo: Destroy up to X target lands, where X is the number of verse counters on Rumbling Crescendo."			
Rumbling Ruin	6fe08387-4e83-5dc1-ade4-dafcfcd40815	['R']		{5}{R}	When Rumbling Ruin enters the battlefield, count the number of +1/+1 counters on creatures you control. Creatures your opponents control with power less than or equal to that number can't block this turn.		6	6
Rumbling Slum	7d5c63c5-d528-52c8-ae09-8031bce0bed4	['G', 'R']		{1}{R}{G}{G}	At the beginning of your upkeep, Rumbling Slum deals 1 damage to each player.		5	5
Rumbling Slum Avatar	535de6f7-3ecf-5ae0-9599-4ce851fe6872				At the beginning of your upkeep, Rumbling Slum Avatar deals 1 damage to each opponent.			
Rummaging Goblin	5b1cc21e-8cf5-5bfc-bfa9-c3d656ec2950	['R']		{2}{R}	{T}, Discard a card: Draw a card.		1	1
Rummaging Wizard	e12b39e2-8dc5-5ef3-afb4-9130dc0a636e	['U']		{3}{U}	{2}{U}: Look at the top card of your library. You may put that card into your graveyard.		2	2
Run	2f727aaa-e8dd-5544-9f3a-e675f0990b14	['R', 'G']		{3}{R}{G}	Attacking creatures you control get +1/+0 until end of turn for each other attacking creature.			
Run Aground	80b4c610-516d-5459-b1bb-50afeaba4441	['U']		{3}{U}	Put target artifact or creature on top of its owner's library.			
Run Amok	db0e07c6-b204-52f4-9b8e-b40d22644513	['R']		{1}{R}	Target attacking creature gets +3/+3 and gains trample until end of turn.			
Run Wild	7377dcf3-bcfe-564d-9a54-44485af878f0	['G']		{G}	"Until end of turn, target creature gains trample and ""{G}: Regenerate this creature."""			
Runaway Carriage	b2d08f6f-e615-5d13-839f-154e5d92d4a3			{4}	"Trample
When Runaway Carriage attacks or blocks, sacrifice it at end of combat."		5	6
Runaway Steam-Kin	ed27c020-b4bb-563d-87dd-bc7fed78dc2a	['R']		{1}{R}	"Whenever you cast a red spell, if Runaway Steam-Kin has fewer than three +1/+1 counters on it, put a +1/+1 counter on Runaway Steam-Kin.
Remove three +1/+1 counters from Runaway Steam-Kin: Add {R}{R}{R}."		1	1
Rune Snag	d016b616-3705-5af7-b482-c0cb41b42b20	['U']		{1}{U}	Counter target spell unless its controller pays {2} plus an additional {2} for each card named Rune Snag in each graveyard.			
Rune of Protection: Artifacts	056e3591-e0b2-5a2f-a09e-d6db0d2bbf64	['W']		{1}{W}	"{W}: The next time an artifact source of your choice would deal damage to you this turn, prevent that damage.
Cycling {2} ({2}, Discard this card: Draw a card.)"			
Rune of Protection: Black	5fc4f705-3845-5f60-bc51-2695e5ef43ab	['W']		{1}{W}	"{W}: The next time a black source of your choice would deal damage to you this turn, prevent that damage.
Cycling {2} ({2}, Discard this card: Draw a card.)"			
Rune of Protection: Blue	0f15bee8-04cf-52a6-a68b-1676099cb190	['W']		{1}{W}	"{W}: The next time a blue source of your choice would deal damage to you this turn, prevent that damage.
Cycling {2} ({2}, Discard this card: Draw a card.)"			
Rune of Protection: Green	83d1bc19-d59b-5f2f-95f3-098ad720a806	['W']		{1}{W}	"{W}: The next time a green source of your choice would deal damage to you this turn, prevent that damage.
Cycling {2} ({2}, Discard this card: Draw a card.)"			
Rune of Protection: Lands	711f6daf-bdec-5cb7-86f9-ac8276f67f0e	['W']		{1}{W}	"{W}: The next time a land source of your choice would deal damage to you this turn, prevent that damage.
Cycling {2} ({2}, Discard this card: Draw a card.)"			
Rune of Protection: Red	887a8513-7976-56ad-8ab7-e0b800b75ae8	['W']		{1}{W}	"{W}: The next time a red source of your choice would deal damage to you this turn, prevent that damage.
Cycling {2} ({2}, Discard this card: Draw a card.)"			
Rune of Protection: White	7aa7a32f-3d80-590a-8e97-87e19fc462de	['W']		{1}{W}	"{W}: The next time a white source of your choice would deal damage to you this turn, prevent that damage.
Cycling {2} ({2}, Discard this card: Draw a card.)"			
Rune-Cervin Rider	3740825a-6ee3-581b-b706-22382d863d39	['W']		{3}{W}	"Flying
{G/W}{G/W}: Rune-Cervin Rider gets +1/+1 until end of turn."		2	2
Rune-Scarred Demon	5a7603d1-238e-5b87-a727-b55f3d9074ed	['B']		{5}{B}{B}	"Flying
When Rune-Scarred Demon enters the battlefield, search your library for a card, put it into your hand, then shuffle your library."		6	6
Rune-Tail's Essence	ddee11d4-a770-5934-ae37-01301c9fdc9f	['W']			Prevent all damage that would be dealt to creatures you control.			
Rune-Tail, Kitsune Ascendant	cb8c981a-5b41-5a1a-aa2f-7d138e85ae03	['W']		{2}{W}	When you have 30 or more life, flip Rune-Tail, Kitsune Ascendant.		2	2
Runeboggle	e4f1934e-b077-5a43-a7bc-9733d940fad7	['U']		{2}{U}	"Counter target spell unless its controller pays {1}.
Draw a card."			
Runechanter's Pike	4a0d0dab-19e8-5bc4-a614-77907dabec8a			{2}	"Equipped creature has first strike and gets +X/+0, where X is the number of instant and sorcery cards in your graveyard.
Equip {2}"			
Runeclaw Bear	cf8eef23-80a1-5c3c-b2d7-9a8d15ee2cca	['G']		{1}{G}			2	2
Runed Arch	12caf81d-e4f0-57fe-a7b4-df5b2affe81a			{3}	"Runed Arch enters the battlefield tapped.
{X}, {T}, Sacrifice Runed Arch: X target creatures with power 2 or less can't be blocked this turn."			
Runed Halo	605d56bc-b059-5ddb-ab78-92e98c5d062b	['W']		{W}{W}	"As Runed Halo enters the battlefield, choose a card name.
You have protection from the chosen name. (You can't be targeted, dealt damage, or enchanted by anything with that name.)"			
Runed Servitor	d996a031-9b6c-5f00-9ffd-fc12a2e89a9c			{2}	When Runed Servitor dies, each player draws a card.		2	2
Runed Stalactite	e753051a-3ece-5391-a6a1-453fa23a4dd7			{1}	"Equipped creature gets +1/+1 and is every creature type.
Equip {2}"			
Runeflare Trap	cebf331e-5728-5331-9dd8-431738a94751	['R']		{4}{R}{R}	"If an opponent drew three or more cards this turn, you may pay {R} rather than pay this spell's mana cost.
Runeflare Trap deals damage to target player equal to the number of cards in that player's hand."			
Runehorn Hellkite	44801bc1-0555-52c1-a158-50d732dd310e	['R']		{5}{R}	"Flying
{5}{R}, Exile Runehorn Hellkite from your graveyard: Each player discards their hand, then draws seven cards."		5	5
Runes of the Deus	c42e04b2-f189-568d-97bf-195cd0968952	['G', 'R']		{4}{R/G}	"Enchant creature
As long as enchanted creature is red, it gets +1/+1 and has double strike. (It deals both first-strike and regular combat damage.)
As long as enchanted creature is green, it gets +1/+1 and has trample."			
Runesword	3fdf8621-e043-5eed-b1a1-2a9452825631			{6}	{3}, {T}: Target attacking creature gets +2/+0 until end of turn. When that creature leaves the battlefield this turn, sacrifice Runesword. If the creature deals damage to a creature this turn, the creature dealt damage can't be regenerated this turn. If a creature dealt damage by the targeted creature would die this turn, exile that creature instead.			
Runewing	ee157682-df10-5e60-bd29-c2c93cdd4a1c	['U']		{3}{U}	"Flying
When Runewing dies, draw a card."		2	2
Runic Armasaur	c7dbfcce-eeb3-5598-8256-6704d0a5773d	['G']		{1}{G}{G}	Whenever an opponent activates an ability of a creature or land that isn't a mana ability, you may draw a card.		2	5
Runic Repetition	bbdbfc9d-7ed5-5f48-9dd4-a131dafbd313	['U']		{2}{U}	Return target exiled card with flashback you own to your hand.			
Runner's Bane	ae7b59d6-7a31-52a8-a419-1245834d82e6	['U']		{1}{U}	"Enchant creature with power 3 or less
When Runner's Bane enters the battlefield, tap enchanted creature.
Enchanted creature doesn't untap during its controller's untap step."			
Rupture	67d9480c-1352-5a32-a71a-c0cc33bf72a0	['R']		{2}{R}	Sacrifice a creature. Rupture deals damage equal to that creature's power to each creature without flying and each player.			
Rupture Spire	b401a2d2-4f71-5e97-a77c-10321d0823d2				"Rupture Spire enters the battlefield tapped.
When Rupture Spire enters the battlefield, sacrifice it unless you pay {1}.
{T}: Add one mana of any color."			
Ruric Thar, the Unbowed	07fa2b05-7143-57d7-a97b-e35239e8a8ef	['G', 'R']		{4}{R}{G}	"Vigilance, reach
Ruric Thar, the Unbowed attacks each combat if able.
Whenever a player casts a noncreature spell, Ruric Thar deals 6 damage to that player."		6	6
Rush of Adrenaline	c323af25-3907-5803-b1e5-8554186c1954	['R']		{R}	Target creature gets +2/+1 and gains trample until end of turn.			
Rush of Battle	2c4c4fd8-cf80-502a-a564-9d104b12bc02	['W']		{3}{W}	Creatures you control get +2/+1 until end of turn. Warrior creatures you control gain lifelink until end of turn. (Damage dealt by those Warriors also causes their controller to gain that much life.)			
Rush of Blood	51c0ed74-ffd0-5f14-a688-e3c324f8a8ae	['R']		{2}{R}	Target creature gets +X/+0 until end of turn, where X is its power.			
Rush of Ice	6f31420f-d073-5718-943b-8f39fbeb250b	['U']		{U}	"Tap target creature. It doesn't untap during its controller's next untap step.
Awaken 3—{4}{U} (If you cast this spell for {4}{U}, also put three +1/+1 counters on target land you control and it becomes a 0/0 Elemental creature with haste. It's still a land.)"			
Rush of Knowledge	4df3ed86-806f-5b04-a5ab-e2312f402581	['U']		{4}{U}	Draw cards equal to the highest converted mana cost among permanents you control.			
Rush of Vitality	e47d15a1-4e1d-561c-b04e-ee2a58b3bed4	['B']		{1}{B}	"Target creature gets +1/+0 and gains lifelink and indestructible until end of turn. (Damage dealt by that creature also causes its controller to gain that much life, and it can't be destroyed by damage or effects that say ""destroy."")"			
